acc,status,remain,reward,prize,ms,note
abul10604,SPUN,1,250,250 xu,3765,
abul10605,SPUN,1,50,50 xu,3720,
abul10606,SPUN,1,10,10 xu,4205,
abul10607,SPUN,1,500,500 xu,3769,
abul10608,SPUN,1,250,250 xu,3839,
abul10609,SPUN,1,1000,1000 xu,3708,
abul10610,SPUN,1,200,200 xu,3767,
abul10611,SPUN,1,750,750 xu,3700,
abul10612,SPUN,1,300,300 xu,3669,
abul10613,SPUN,1,500,500 xu,3809,
abul10614,SPUN,1,250,250 xu,4292,
abul10615,SPUN,1,750,750 xu,3815,
abul10616,SPUN,1,500,500 xu,3806,
abul10617,SPUN,1,300,300 xu,3714,
abul10618,SPUN,1,150,150 xu,3506,
abul10619,SPUN,1,750,750 xu,3112,
abul10620,SPUN,1,10,10 xu,3512,
abul10621,SPUN,1,100,100 xu,3476,
abul10622,SPUN,1,750,750 xu,3691,
abul10623,SPUN,1,25,25 xu,3661,
abul10624,SPUN,1,75,75 xu,4152,
abul10625,SPUN,1,75,75 xu,3663,
abul10626,SPUN,1,150,150 xu,3593,
abul10627,SPUN,1,300,300 xu,4146,
abul10628,SPUN,1,25,25 xu,3478,
abul10629,SPUN,1,200,200 xu,3539,
abul10630,SPUN,1,10,10 xu,3502,
abul10631,SPUN,1,25,25 xu,3614,
abul10632,SPUN,1,1000,1000 xu,3637,
abul10633,SPUN,1,100,100 xu,3571,
abul10634,SPUN,1,75,75 xu,3628,
abul10635,SPUN,1,500,500 xu,3644,
abul10636,SPUN,1,750,750 xu,3616,
abul10637,SPUN,1,150,150 xu,3629,
abul10638,SPUN,1,100,100 xu,3633,
abul10639,SPUN,1,500,500 xu,3513,
abul10640,SPUN,1,250,250 xu,4043,
abul10641,SPUN,1,1000,1000 xu,3512,
abul10642,SPUN,1,300,300 xu,3656,
abul10643,SPUN,1,750,750 xu,3497,
abul10644,SPUN,1,100,100 xu,3607,
abul10645,SPUN,1,300,300 xu,3558,
abul10646,SPUN,1,500,500 xu,3630,
abul10647,SPUN,1,1000,1000 xu,3639,
abul10648,SPUN,1,150,150 xu,3651,
abul10649,SPUN,1,50,50 xu,3632,
abul10650,SPUN,1,300,300 xu,3543,
abul10651,SPUN,1,200,200 xu,3468,
abul10652,SPUN,1,100,100 xu,3665,
abul10653,SPUN,1,500,500 xu,3701,
abul10654,SPUN,1,75,75 xu,3557,
abul10655,SPUN,1,25,25 xu,3654,
abul10656,SPUN,1,500,500 xu,3533,
abul10657,SPUN,1,300,300 xu,3573,
abul10658,SPUN,1,1000,1000 xu,3512,
abul10659,SPUN,1,750,750 xu,3473,
abul10660,SPUN,1,50,50 xu,3599,
abul10661,SPUN,1,200,200 xu,3556,
abul10662,SPUN,1,750,750 xu,3555,
abul10663,SPUN,1,1000,1000 xu,3589,
abul10664,SPUN,1,300,300 xu,3643,
abul10665,SPUN,1,10,10 xu,3563,
abul10666,SPUN,1,300,300 xu,3502,
abul10667,SPUN,1,300,300 xu,3662,
abul10668,SPUN,1,100,100 xu,3619,
abul10669,SPUN,1,500,500 xu,3647,
abul10670,SPUN,1,100,100 xu,3632,
abul10671,SPUN,1,150,150 xu,3509,
abul10672,SPUN,1,50,50 xu,4124,
abul10673,SPUN,1,750,750 xu,3552,
abul10674,SPUN,1,100,100 xu,3501,
abul10675,SPUN,1,500,500 xu,3531,
abul10676,SPUN,1,200,200 xu,3524,
abul10677,SPUN,1,500,500 xu,3497,
abul10678,SPUN,1,100,100 xu,3613,
abul10679,SPUN,1,500,500 xu,3503,
abul10680,SPUN,1,150,150 xu,3489,
abul10681,SPUN,1,1000,1000 xu,3565,
abul10682,SPUN,1,1000,1000 xu,3531,
abul10683,SPUN,1,300,300 xu,3507,
abul10684,SPUN,1,10,10 xu,3652,
abul10685,SPUN,1,250,250 xu,3536,
abul10686,SPUN,1,250,250 xu,3542,
abul10687,SPUN,1,200,200 xu,3642,
abul10688,SPUN,1,150,150 xu,3568,
abul10689,SPUN,1,150,150 xu,3575,
abul10690,SPUN,1,10,10 xu,3578,
abul10691,SPUN,1,500,500 xu,3483,
abul10692,SPUN,1,10,10 xu,3484,
abul10693,SPUN,1,750,750 xu,3573,
abul10694,SPUN,1,50,50 xu,3608,
abul10695,SPUN,1,500,500 xu,3652,
abul10696,SPUN,1,1000,1000 xu,3673,
abul10697,SPUN,1,300,300 xu,3091,
abul10698,SPUN,1,75,75 xu,3646,
abul10699,SPUN,1,100,100 xu,3550,
abul10700,SPUN,1,100,100 xu,3510,
abul10701,SPUN,1,200,200 xu,3560,
abul10702,SPUN,1,50,50 xu,3462,
abul10703,SPUN,1,500,500 xu,3534,
abul10704,SPUN,1,1000,1000 xu,3519,
abul10705,SPUN,1,75,75 xu,3626,
abul10706,SPUN,1,300,300 xu,3515,
abul10707,SPUN,1,250,250 xu,3587,
abul10708,SPUN,1,500,500 xu,3625,
abul10709,SPUN,1,25,25 xu,3581,
abul10710,SPUN,1,200,200 xu,3574,
abul10711,SPUN,1,75,75 xu,3595,
abul10712,SPUN,1,75,75 xu,3653,
abul10713,SPUN,1,50,50 xu,3567,
abul10714,SPUN,1,50,50 xu,3578,
abul10715,SPUN,1,300,300 xu,3475,
abul10716,SPUN,1,300,300 xu,3700,
abul10717,SPUN,1,1000,1000 xu,3645,
abul10718,SPUN,1,750,750 xu,3790,
abul10719,SPUN,1,25,25 xu,3615,
abul10720,SPUN,1,100,100 xu,3529,
abul10721,SPUN,1,10,10 xu,3645,
abul10722,SPUN,1,100,100 xu,3528,
abul10723,SPUN,1,500,500 xu,3595,
abul10724,SPUN,1,750,750 xu,3583,
abul10725,SPUN,1,500,500 xu,3522,
abul10726,SPUN,1,300,300 xu,3555,
abul10727,SPUN,1,300,300 xu,3465,
abul10729,SPUN,1,250,250 xu,3512,
abul10730,SPUN,1,75,75 xu,3502,
abul10731,SPUN,1,150,150 xu,3616,
abul10732,SPUN,1,75,75 xu,3593,
abul10733,SPUN,1,150,150 xu,3695,
abul10734,SPUN,1,50,50 xu,3681,
abul10735,SPUN,1,200,200 xu,3591,
abul10736,SPUN,1,250,250 xu,3552,
abul10737,SPUN,1,500,500 xu,3530,
abul10738,SPUN,1,300,300 xu,3571,
abul10739,SPUN,1,100,100 xu,3575,
abul10740,SPUN,1,500,500 xu,3557,
abul10741,SPUN,1,200,200 xu,3535,
abul10742,SPUN,1,100,100 xu,3575,
abul10743,SPUN,1,750,750 xu,3555,
abul10744,SPUN,1,200,200 xu,3545,
abul10745,SPUN,1,10,10 xu,3506,
abul10746,SPUN,1,75,75 xu,3481,
abul10747,SPUN,1,100,100 xu,3584,
abul10748,SPUN,1,500,500 xu,3580,
abul10750,SPUN,1,25,25 xu,3491,
abul10751,SPUN,1,300,300 xu,3573,
abul10752,SPUN,1,750,750 xu,3660,
abul10753,SPUN,1,100,100 xu,3649,
abul10754,SPUN,1,500,500 xu,3534,
abul10755,SPUN,1,10,10 xu,3504,
abul10756,SPUN,1,750,750 xu,3651,
abul10757,SPUN,1,50,50 xu,3604,
abul10758,SPUN,1,200,200 xu,3681,
abul10759,SPUN,1,300,300 xu,3659,
abul10760,SPUN,1,150,150 xu,3537,
abul10761,SPUN,1,25,25 xu,3545,
abul10762,SPUN,1,300,300 xu,3622,
abul10763,SPUN,1,10,10 xu,3720,
abul10764,SPUN,1,250,250 xu,3453,
abul10765,SPUN,1,1000,1000 xu,3515,
abul10766,SPUN,1,50,50 xu,3543,
abul10767,SPUN,1,200,200 xu,3434,
abul10768,SPUN,1,150,150 xu,3626,
abul10769,SPUN,1,25,25 xu,3613,
abul10770,SPUN,1,100,100 xu,3660,
abul10771,SPUN,1,25,25 xu,3544,
abul10772,SPUN,1,75,75 xu,3776,
abul10773,SPUN,1,300,300 xu,3657,
abul10774,SPUN,1,75,75 xu,3553,
abul10775,SPUN,1,300,300 xu,3520,
abul10776,SPUN,1,300,300 xu,3519,
abul10777,SPUN,1,200,200 xu,3536,
abul10778,SPUN,1,10,10 xu,3541,
abul10779,SPUN,1,200,200 xu,3569,
abul10780,SPUN,1,10,10 xu,3788,
abul10781,SPUN,1,500,500 xu,3500,
abul10782,SPUN,1,300,300 xu,3566,
abul10783,SPUN,1,75,75 xu,3606,
abul10784,SPUN,1,75,75 xu,3604,
abul10785,SPUN,1,300,300 xu,3668,
abul10786,SPUN,1,1000,1000 xu,3578,
abul10787,SPUN,1,250,250 xu,3540,
abul10788,SPUN,1,150,150 xu,3546,
abul10789,SPUN,1,1000,1000 xu,3653,
abul10790,SPUN,1,750,750 xu,3508,
abul10791,SPUN,1,250,250 xu,3506,
abul10792,SPUN,1,100,100 xu,3646,
abul10793,SPUN,1,1000,1000 xu,3673,
abul10794,SPUN,1,500,500 xu,3502,
abul10795,SPUN,1,200,200 xu,3647,
abul10796,SPUN,1,750,750 xu,3571,
abul10797,SPUN,1,150,150 xu,3621,
abul10798,SPUN,1,100,100 xu,3584,
abul10799,SPUN,1,300,300 xu,3584,
abul10800,SPUN,1,750,750 xu,3573,
abul10801,SPUN,1,200,200 xu,3652,
abul10802,SPUN,1,500,500 xu,3980,
abul10803,SPUN,1,500,500 xu,3619,
abul10804,SPUN,1,300,300 xu,3650,
abul10805,SPUN,1,200,200 xu,3505,
abul10806,SPUN,1,200,200 xu,3611,
abul10807,SPUN,1,500,500 xu,3487,
abul10808,SPUN,1,150,150 xu,3644,
abul10809,SPUN,1,10,10 xu,3525,
abul10810,SPUN,1,50,50 xu,3736,
abul10811,SPUN,1,1000,1000 xu,3587,
abul10812,SPUN,1,300,300 xu,3568,
abul10813,SPUN,1,150,150 xu,3597,
abul10814,SPUN,1,100,100 xu,3611,
abul10815,SPUN,1,200,200 xu,3588,
abul10816,SPUN,1,750,750 xu,3665,
abul10817,SPUN,1,250,250 xu,3494,
abul10818,SPUN,1,100,100 xu,3654,
abul10819,SPUN,1,10,10 xu,3098,
abul10820,SPUN,1,50,50 xu,3599,
abul10821,SPUN,1,750,750 xu,3659,
abul10822,SPUN,1,1000,1000 xu,3598,
abul10823,SPUN,1,50,50 xu,3654,
abul10824,SPUN,1,750,750 xu,3542,
abul10825,SPUN,1,100,100 xu,3604,
abul10826,SPUN,1,200,200 xu,3506,
abul10827,SPUN,1,200,200 xu,3791,
abul10828,SPUN,1,75,75 xu,3625,
abul10829,SPUN,1,500,500 xu,3681,
abul10830,SPUN,1,750,750 xu,3495,
abul10831,SPUN,1,25,25 xu,3696,
abul10832,SPUN,1,200,200 xu,3674,
abul10833,SPUN,1,500,500 xu,3605,
abul10834,SPUN,1,300,300 xu,3617,
abul10835,SPUN,1,25,25 xu,3483,
abul10836,SPUN,1,750,750 xu,3518,
abul10837,SPUN,1,750,750 xu,3579,
abul10838,SPUN,1,25,25 xu,3650,
abul10839,SPUN,1,100,100 xu,3689,
abul10840,SPUN,1,500,500 xu,3575,
abul10841,SPUN,1,100,100 xu,3667,
abul10842,SPUN,1,250,250 xu,3532,
abul10843,SPUN,1,1000,1000 xu,3659,
abul10844,SPUN,1,25,25 xu,3585,
abul10845,SPUN,1,200,200 xu,3622,
abul10846,SPUN,1,750,750 xu,4046,
abul10847,SPUN,1,150,150 xu,3630,
abul10848,SPUN,1,25,25 xu,3539,
abul10849,SPUN,1,10,10 xu,3560,
abul10850,SPUN,1,500,500 xu,3647,
abul10851,SPUN,1,100,100 xu,3628,
abul10852,SPUN,1,25,25 xu,3532,
abul10853,SPUN,1,10,10 xu,3675,
abul10855,SPUN,1,150,150 xu,3535,
abul10856,SPUN,1,50,50 xu,3535,
abul10857,SPUN,1,150,150 xu,3622,
abul10858,SPUN,1,50,50 xu,3551,
abul10859,SPUN,1,300,300 xu,3601,
abul10860,SPUN,1,500,500 xu,3699,
abul10861,SPUN,1,1000,1000 xu,3579,
abul10862,SPUN,1,300,300 xu,3490,
abul10863,SPUN,1,200,200 xu,3561,
abul10864,SPUN,1,750,750 xu,3524,
abul10865,SPUN,1,25,25 xu,3566,
abul10866,SPUN,1,10,10 xu,3676,
abul10867,SPUN,1,750,750 xu,3537,
abul10868,SPUN,1,100,100 xu,3533,
abul10869,SPUN,1,50,50 xu,3518,
abul10870,SPUN,1,250,250 xu,3654,
abul10871,SPUN,1,1000,1000 xu,3535,
abul10872,SPUN,1,25,25 xu,3496,
abul10873,SPUN,1,150,150 xu,3545,
abul10874,SPUN,1,300,300 xu,3489,
abul10875,SPUN,1,1000,1000 xu,3592,
abul10876,SPUN,1,150,150 xu,3501,
abul10877,SPUN,1,150,150 xu,3507,
abul10878,SPUN,1,10,10 xu,3556,
abul10879,SPUN,1,200,200 xu,3660,
abul10880,SPUN,1,50,50 xu,3554,
abul10881,SPUN,1,1000,1000 xu,3564,
abul10882,SPUN,1,500,500 xu,3626,
abul10883,SPUN,1,25,25 xu,3535,
abul10884,SPUN,1,500,500 xu,3566,
abul10885,SPUN,1,50,50 xu,3618,
abul10886,SPUN,1,750,750 xu,3563,
abul10887,SPUN,1,200,200 xu,3478,
abul10888,SPUN,1,100,100 xu,3598,
abul10889,SPUN,1,200,200 xu,3465,
abul10890,SPUN,1,50,50 xu,3538,
abul10891,SPUN,1,750,750 xu,3583,
abul10892,SPUN,1,1000,1000 xu,3580,
abul10893,SPUN,1,10,10 xu,3471,
abul10894,SPUN,1,75,75 xu,3581,
abul10895,SPUN,1,75,75 xu,3612,
abul10896,SPUN,1,25,25 xu,3591,
abul10897,SPUN,1,1000,1000 xu,3572,
abul10898,SPUN,1,200,200 xu,3603,
abul10899,SPUN,1,75,75 xu,3563,
abul10900,SPUN,1,75,75 xu,3606,
abul10901,SPUN,1,75,75 xu,3605,
abul10902,SPUN,1,500,500 xu,3571,
abul10903,SPUN,1,150,150 xu,3532,
abul10904,SPUN,1,500,500 xu,4064,
abul10905,SPUN,1,25,25 xu,3658,
abul10906,SPUN,1,50,50 xu,3128,
abul10907,SPUN,1,10,10 xu,3502,
abul10908,SPUN,1,750,750 xu,3579,
abul10909,SPUN,1,25,25 xu,3612,
abul10910,SPUN,1,50,50 xu,3493,
abul10911,SPUN,1,250,250 xu,3534,
abul10912,SPUN,1,250,250 xu,3733,
abul10913,SPUN,1,300,300 xu,3626,
abul10914,SPUN,1,150,150 xu,3494,
abul10915,SPUN,1,50,50 xu,3584,
abul10916,SPUN,1,10,10 xu,3570,
abul10917,SPUN,1,100,100 xu,3604,
abul10918,SPUN,1,250,250 xu,3633,
abul10919,SPUN,1,25,25 xu,3863,
abul10920,SPUN,1,300,300 xu,3626,
abul10921,SPUN,1,300,300 xu,3540,
abul10922,SPUN,1,200,200 xu,3602,
abul10923,SPUN,1,200,200 xu,3646,
abul10924,SPUN,1,200,200 xu,3555,
abul10925,SPUN,1,150,150 xu,3604,
abul10926,SPUN,1,50,50 xu,3584,
abul10927,SPUN,1,75,75 xu,3519,
abul10928,SPUN,1,50,50 xu,3525,
abul10929,SPUN,1,50,50 xu,3512,
abul10930,SPUN,1,750,750 xu,3618,
abul10931,SPUN,1,500,500 xu,3592,
abul10932,SPUN,1,500,500 xu,3526,
abul10933,SPUN,1,100,100 xu,3586,
abul10934,SPUN,1,50,50 xu,3640,
abul10935,SPUN,1,300,300 xu,3616,
abul10936,SPUN,1,150,150 xu,3524,
abul10937,SPUN,1,500,500 xu,3524,
abul10938,SPUN,1,750,750 xu,3637,
abul10939,SPUN,1,500,500 xu,3614,
abul10940,SPUN,1,75,75 xu,3607,
abul10941,SPUN,1,750,750 xu,3540,
abul10942,SPUN,1,10,10 xu,3551,
abul10943,SPUN,1,50,50 xu,3487,
abul10944,SPUN,1,1000,1000 xu,3600,
abul10945,SPUN,1,25,25 xu,3561,
abul10946,SPUN,1,10,10 xu,3551,
abul10947,SPUN,1,250,250 xu,3467,
abul10948,SPUN,1,500,500 xu,3627,
abul10949,SPUN,1,750,750 xu,3594,
abul10950,SPUN,1,250,250 xu,3513,
abul10951,SPUN,1,75,75 xu,3504,
abul10952,SPUN,1,10,10 xu,3529,
abul10953,SPUN,1,300,300 xu,3491,
abul10954,SPUN,1,1000,1000 xu,3487,
abul10955,SPUN,1,250,250 xu,3537,
abul10956,SPUN,1,150,150 xu,3620,
abul10957,SPUN,1,500,500 xu,3618,
abul10958,SPUN,1,1000,1000 xu,3535,
abul10959,SPUN,1,300,300 xu,3679,
abul10960,SPUN,1,500,500 xu,3540,
abul10961,SPUN,1,750,750 xu,3640,
abul10962,SPUN,1,750,750 xu,3581,
abul10963,SPUN,1,50,50 xu,3471,
abul10964,SPUN,1,150,150 xu,3472,
abul10965,SPUN,1,150,150 xu,3581,
abul10966,SPUN,1,750,750 xu,3611,
abul10967,SPUN,1,100,100 xu,3666,
abul10968,SPUN,1,50,50 xu,3487,
abul10969,SPUN,1,1000,1000 xu,3517,
abul10970,SPUN,1,50,50 xu,3534,
abul10971,SPUN,1,500,500 xu,3575,
abul10972,SPUN,1,25,25 xu,3630,
abul10973,SPUN,1,200,200 xu,3499,
abul10974,SPUN,1,500,500 xu,3674,
abul10975,SPUN,1,250,250 xu,3550,
abul10976,SPUN,1,1000,1000 xu,3621,
abul10977,SPUN,1,100,100 xu,3598,
abul10978,SPUN,1,100,100 xu,3541,
abul10979,SPUN,1,250,250 xu,3443,
abul10980,SPUN,1,150,150 xu,3537,
abul10981,SPUN,1,75,75 xu,3555,
abul10982,SPUN,1,100,100 xu,3585,
abul10983,SPUN,1,150,150 xu,3588,
abul10984,SPUN,1,1000,1000 xu,3681,
abul10985,SPUN,1,1000,1000 xu,3542,
abul10986,SPUN,1,10,10 xu,3563,
abul10987,SPUN,1,200,200 xu,3605,
abul10988,SPUN,1,150,150 xu,3737,
abul10989,SPUN,1,200,200 xu,3564,
abul10990,SPUN,1,200,200 xu,3547,
abul10991,SPUN,1,300,300 xu,3665,
abul10992,SPUN,1,250,250 xu,3608,
abul10993,SPUN,1,200,200 xu,3564,
abul10994,SPUN,1,250,250 xu,3563,
abul10995,SPUN,1,150,150 xu,3575,
abul10996,SPUN,1,250,250 xu,3558,
abul10997,SPUN,1,500,500 xu,3541,
abul10998,SPUN,1,25,25 xu,3543,
abul10999,SPUN,1,500,500 xu,3163,
abul11000,SPUN,1,200,200 xu,3134,
abul8000,SPUN,1,10,10 xu,3697,
abul8001,SPUN,1,100,100 xu,4105,
abul8002,SPUN,1,100,100 xu,3544,
abul8003,SPUN,1,1000,1000 xu,3894,
abul8004,SPUN,1,250,250 xu,3552,
abul8005,SPUN,1,500,500 xu,4578,
abul8006,SPUN,1,1000,1000 xu,3578,
abul8007,SPUN,1,50,50 xu,4274,
abul8008,SPUN,1,10,10 xu,4051,
abul8009,SPUN,1,300,300 xu,3631,
abul8010,SPUN,1,150,150 xu,4484,
abul8011,SPUN,1,1000,1000 xu,4169,
abul8012,SPUN,1,250,250 xu,3877,
abul8013,SPUN,1,500,500 xu,3858,
abul8014,SPUN,1,10,10 xu,3538,
abul8015,SPUN,1,1000,1000 xu,3693,
abul8016,SPUN,1,10,10 xu,3597,
abul8017,SPUN,1,750,750 xu,4220,
abul8018,SPUN,1,750,750 xu,4508,
abul8019,SPUN,1,50,50 xu,3849,
abul8020,SPUN,1,1000,1000 xu,3598,
abul8021,SPUN,1,500,500 xu,3574,
abul8022,SPUN,1,50,50 xu,3936,
abul8023,SPUN,1,500,500 xu,4249,
abul8024,SPUN,1,250,250 xu,4369,
abul8025,SPUN,1,200,200 xu,3606,
abul8026,SPUN,1,300,300 xu,4241,
abul8027,SPUN,1,150,150 xu,4509,
abul8028,SPUN,1,75,75 xu,4114,
abul8029,SPUN,1,1000,1000 xu,3593,
abul8030,SPUN,1,50,50 xu,3571,
abul8031,SPUN,1,500,500 xu,3941,
abul8032,SPUN,1,25,25 xu,3779,
abul8033,SPUN,1,200,200 xu,3579,
abul8034,SPUN,1,75,75 xu,3617,
abul8035,SPUN,1,150,150 xu,3556,
abul8036,SPUN,1,750,750 xu,3524,
abul8037,SPUN,1,300,300 xu,3833,
abul8038,SPUN,1,1000,1000 xu,3964,
abul8039,SPUN,1,10,10 xu,3569,
abul8040,SPUN,1,100,100 xu,3576,
abul8041,SPUN,1,100,100 xu,3600,
abul8042,SPUN,1,200,200 xu,3590,
abul8043,SPUN,1,500,500 xu,4021,
abul8044,SPUN,1,300,300 xu,3627,
abul8045,SPUN,1,25,25 xu,3545,
abul8046,SPUN,1,750,750 xu,3552,
abul8047,SPUN,1,25,25 xu,3582,
abul8048,SPUN,1,10,10 xu,3578,
abul8049,SPUN,1,75,75 xu,3672,
abul8050,SPUN,1,250,250 xu,3823,
abul8051,SPUN,1,1000,1000 xu,3556,
abul8052,SPUN,1,500,500 xu,3498,
abul8053,SPUN,1,750,750 xu,3518,
abul8054,SPUN,1,150,150 xu,3584,
abul8055,SPUN,1,25,25 xu,3982,
abul8056,SPUN,1,300,300 xu,3485,
abul8057,SPUN,1,300,300 xu,4013,
abul8058,SPUN,1,300,300 xu,3640,
abul8059,SPUN,1,300,300 xu,3549,
abul8060,SPUN,1,750,750 xu,3898,
abul8061,SPUN,1,250,250 xu,3633,
abul8062,SPUN,1,75,75 xu,3550,
abul8063,SPUN,1,500,500 xu,4227,
abul8064,SPUN,1,200,200 xu,3576,
abul8065,SPUN,1,75,75 xu,3532,
abul8066,SPUN,1,300,300 xu,3608,
abul8067,SPUN,1,50,50 xu,3772,
abul8068,SPUN,1,10,10 xu,3780,
abul8069,SPUN,1,500,500 xu,3554,
abul8070,SPUN,1,25,25 xu,3967,
abul8071,SPUN,1,250,250 xu,3558,
abul8072,SPUN,1,10,10 xu,3681,
abul8073,SPUN,1,25,25 xu,3687,
abul8074,SPUN,1,75,75 xu,3521,
abul8075,SPUN,1,300,300 xu,3829,
abul8076,SPUN,1,150,150 xu,3535,
abul8077,SPUN,1,50,50 xu,3711,
abul8078,SPUN,1,300,300 xu,3967,
abul8079,SPUN,1,50,50 xu,3557,
abul8080,SPUN,1,750,750 xu,3534,
abul8081,SPUN,1,75,75 xu,3577,
abul8082,SPUN,1,75,75 xu,4089,
abul8083,SPUN,1,200,200 xu,3680,
abul8084,SPUN,1,25,25 xu,3650,
abul8085,SPUN,1,150,150 xu,3610,
abul8086,SPUN,1,50,50 xu,3610,
abul8087,SPUN,1,25,25 xu,3541,
abul8088,SPUN,1,300,300 xu,3570,
abul8089,SPUN,1,150,150 xu,3479,
abul8090,SPUN,1,300,300 xu,3855,
abul8091,SPUN,1,75,75 xu,3955,
abul8092,SPUN,1,50,50 xu,3582,
abul8093,SPUN,1,500,500 xu,3480,
abul8094,SPUN,1,25,25 xu,3568,
abul8095,SPUN,1,750,750 xu,3544,
abul8096,SPUN,1,250,250 xu,3523,
abul8097,SPUN,1,100,100 xu,3574,
abul8098,SPUN,1,750,750 xu,4204,
abul8099,SPUN,1,25,25 xu,3639,
abul8100,SPUN,1,150,150 xu,3585,
abul8101,SPUN,1,300,300 xu,3696,
abul8102,SPUN,1,1000,1000 xu,3664,
abul8103,SPUN,1,150,150 xu,3590,
abul8104,SPUN,1,50,50 xu,3588,
abul8105,SPUN,1,750,750 xu,4183,
abul8106,SPUN,1,10,10 xu,3613,
abul8107,SPUN,1,1000,1000 xu,3585,
abul8108,SPUN,1,300,300 xu,3888,
abul8109,SPUN,1,250,250 xu,3552,
abul8110,SPUN,1,250,250 xu,3536,
abul8111,SPUN,1,300,300 xu,3707,
abul8112,SPUN,1,500,500 xu,3941,
abul8113,SPUN,1,500,500 xu,4315,
abul8114,SPUN,1,150,150 xu,4215,
abul8115,SPUN,1,150,150 xu,3631,
abul8116,SPUN,1,1000,1000 xu,4163,
abul8117,SPUN,1,150,150 xu,3661,
abul8118,SPUN,1,200,200 xu,3513,
abul8119,SPUN,1,1000,1000 xu,3502,
abul8120,SPUN,1,200,200 xu,3546,
abul8121,SPUN,1,50,50 xu,3663,
abul8122,SPUN,1,200,200 xu,3549,
abul8123,SPUN,1,200,200 xu,3531,
abul8124,SPUN,1,10,10 xu,3647,
abul8125,SPUN,1,300,300 xu,3915,
abul8126,SPUN,1,25,25 xu,3822,
abul8127,SPUN,1,75,75 xu,3450,
abul8128,SPUN,1,1000,1000 xu,3566,
abul8129,SPUN,1,25,25 xu,3635,
abul8130,SPUN,1,75,75 xu,3592,
abul8131,SPUN,1,100,100 xu,3792,
abul8132,SPUN,1,150,150 xu,4003,
abul8133,SPUN,1,75,75 xu,3823,
abul8134,SPUN,1,750,750 xu,3512,
abul8135,SPUN,1,750,750 xu,3554,
abul8136,SPUN,1,750,750 xu,3547,
abul8137,SPUN,1,75,75 xu,3868,
abul8138,SPUN,1,750,750 xu,3614,
abul8139,SPUN,1,300,300 xu,3811,
abul8140,SPUN,1,150,150 xu,3583,
abul8141,SPUN,1,150,150 xu,3509,
abul8142,SPUN,1,1000,1000 xu,3848,
abul8143,SPUN,1,150,150 xu,3595,
abul8144,SPUN,1,750,750 xu,3845,
abul8145,SPUN,1,250,250 xu,3544,
abul8146,LOGIN_FAIL,None,0,,884,
abul8147,LOGIN_FAIL,None,0,,863,
abul8148,SPUN,1,1000,1000 xu,3624,
abul8149,SPUN,1,300,300 xu,3681,
abul8150,SPUN,1,200,200 xu,4183,
abul8151,SPUN,1,500,500 xu,3832,
abul8152,SPUN,1,300,300 xu,3689,
abul8153,LOGIN_FAIL,None,0,,869,
abul8154,LOGIN_FAIL,None,0,,645,
abul8155,LOGIN_FAIL,None,0,,892,
abul8156,SPUN,1,250,250 xu,4023,
abul8157,LOGIN_FAIL,None,0,,628,
abul8158,LOGIN_FAIL,None,0,,347,
abul8159,SPUN,1,25,25 xu,3670,
abul8160,SPUN,1,250,250 xu,3591,
abul8161,SPUN,1,150,150 xu,3951,
abul8162,SPUN,1,250,250 xu,3947,
abul8163,SPUN,1,1000,1000 xu,3923,
abul8164,SPUN,1,50,50 xu,3711,
abul8165,SPUN,1,300,300 xu,3690,
abul8166,SPUN,1,10,10 xu,3839,
abul8167,SPUN,1,300,300 xu,3579,
abul8168,SPUN,1,500,500 xu,3822,
abul8169,SPUN,1,200,200 xu,3633,
abul8170,SPUN,1,500,500 xu,3688,
abul8171,SPUN,1,750,750 xu,3875,
abul8172,SPUN,1,250,250 xu,3500,
abul8173,SPUN,1,300,300 xu,3557,
abul8174,SPUN,1,200,200 xu,4001,
abul8175,SPUN,1,25,25 xu,3490,
abul8176,SPUN,1,150,150 xu,3794,
abul8177,SPUN,1,1000,1000 xu,3611,
abul8178,SPUN,1,750,750 xu,3736,
abul8179,SPUN,1,1000,1000 xu,3739,
abul8180,SPUN,1,250,250 xu,3503,
abul8181,SPUN,1,100,100 xu,3552,
abul8182,SPUN,1,75,75 xu,3818,
abul8183,SPUN,1,750,750 xu,3628,
abul8184,SPUN,1,500,500 xu,3977,
abul8185,SPUN,1,250,250 xu,3469,
abul8186,SPUN,1,300,300 xu,3656,
abul8187,SPUN,1,100,100 xu,3886,
abul8188,SPUN,1,75,75 xu,4110,
abul8189,SPUN,1,250,250 xu,3657,
abul8190,SPUN,1,300,300 xu,3688,
abul8191,SPUN,1,200,200 xu,3704,
abul8192,SPUN,1,150,150 xu,3852,
abul8193,SPUN,1,300,300 xu,3602,
abul8194,SPUN,1,750,750 xu,3830,
abul8195,SPUN,1,200,200 xu,3610,
abul8196,SPUN,1,25,25 xu,3845,
abul8197,SPUN,1,500,500 xu,3995,
abul8198,SPUN,1,25,25 xu,3951,
abul8199,SPUN,1,300,300 xu,3765,
abul8200,SPUN,1,150,150 xu,3770,
abul8201,SPUN,1,75,75 xu,3733,
abul8202,SPUN,1,100,100 xu,3511,
abul8203,SPUN,1,150,150 xu,3708,
abul8204,SPUN,1,75,75 xu,3677,
abul8205,SPUN,1,250,250 xu,3834,
abul8206,SPUN,1,500,500 xu,3852,
abul8207,SPUN,1,75,75 xu,3819,
abul8208,SPUN,1,500,500 xu,3486,
